ID,YEAR,VIN_1,VIN_2,VIN_3,VIN_15,VIN_16,VIN_17,ENGINE_VOLUME,FUEL_TYPE,BODY_TYPE,TYPE_OF_DRIVE,INTERIOR_TYPE,TRANSM_TYPE,AUTO_CONDITION,AVG_COST,ESTIM_COST
800,8,K,M,H,2,3,1,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2273076.923,2082000
801,4,X,7,L,0,4,6,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2033333.333,1800000
802,12,2,T,2,9,7,6,3.3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,4532142.857,4008000
803,14,J,M,Z,9,9,5,2,Дизель,Универсал,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1561728.395,900000
804,10,J,T,H,5,6,5,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,4225000,3534000
805,15,J,F,1,6,6,0,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,1842857.143,1700000
806,10,W,V,G,0,7,7,3.2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,4177380.952,3543000
807,5,J,M,B,9,4,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3211538.462,2585000
808,9,J,M,Y,1,1,0,3,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,5212345.679,4103000
809,13,J,A,4,5,2,9,2.4,Бензин-Газ,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2441025.641,2007000
810,8,J,T,M,8,6,7,4.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,10024418.6,9180000
811,8,J,T,N,3,6,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2675641.026,2330000
812,4,J,T,E,0,6,0,4,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,13180000,12500000
813,10,K,M,H,7,9,0,1.6,Бензин-Газ,Седан,Передний привод,КОЖА,МКПП,Удовлетворительное,2104545.455,1900000
814,5,J,T,N,9,0,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3826506.024,3387000
815,10,4,T,1,7,5,4,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3044047.619,2776000
816,2,Z,8,N,8,6,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3273076.923,2820000
817,3,Z,9,4,3,7,6,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3059770.115,2736000
818,10,4,S,3,1,3,9,2.5,Бензин,Седан,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2451282.051,2324000
819,15,W,V,W,7,6,7,2.8,Бензин,Минивэн,Передний привод,КОЖА,АКПП,Хорошее,2520238.095,2002000
820,11,5,U,X,9,1,0,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,4748809.524,4000000
821,1,J,T,J,3,0,2,2.7,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Отличное,15277777.78,14000000
822,13,J,T,H,5,1,0,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3080952.381,2620000
823,1,X,W,8,4,7,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3438888.889,3503000
824,9,K,L,1,2,0,7,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1519047.619,1400000
825,10,4,T,1,6,0,0,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3846428.571,3249000
826,4,J,M,1,9,3,4,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3297619.048,2900000
827,10,6,T,1,3,6,3,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3271794.872,2625000
828,18,W,A,U,7,8,2,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1506896.552,1157000
829,6,J,T,E,2,2,0,4,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,10986315.79,10440000
830,10,N,M,T,7,9,3,1.8,Бензин,Минивэн,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2559036.145,2500000
831,8,J,M,7,1,6,2,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2995348.837,2634000
832,5,4,T,4,7,7,5,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4649397.59,4020000
833,14,J,T,D,3,2,5,3,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Отличное,2487368.421,2544000
834,9,5,U,X,4,2,4,4.8,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,6023333.333,5600000
835,3,Z,9,4,9,3,7,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Отличное,2340000,2500000
836,15,J,S,3,5,7,6,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2043589.744,1653000
837,18,W,A,U,1,3,7,2.8,Бензин,Седан,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,1504597.701,1200000
838,7,S,B,1,8,3,3,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3982926.829,3506000
839,4,K,L,1,7,1,9,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2959302.326,2670000
840,9,K,M,H,1,6,9,2.2,Дизель,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3800000,3000000
841,1,X,W,7,3,1,9,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,8665934.066,7822000
842,10,J,T,E,2,8,6,4.7,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,7558947.368,7050000
843,13,K,M,H,6,7,3,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1216867.47,1103000
844,4,T,M,B,1,5,2,1.8,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,3959523.81,3594000
845,2,X,W,8,7,1,6,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,6780952.381,5763000
846,13,4,T,1,0,5,1,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2434567.901,2241000
847,10,W,F,0,3,8,4,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,1514285.714,1200000
848,9,4,T,1,6,0,7,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3240476.19,2925000
849,10,1,N,4,4,4,6,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1841860.465,1913000
850,5,X,W,7,9,7,9,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4894252.874,4406000
851,9,J,H,L,4,2,9,2.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,3912359.551,3325000
852,2,K,M,H,9,8,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3794252.874,3844000
853,10,W,D,D,2,7,1,3.5,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,5560493.827,4675000
854,2,Z,9,4,8,7,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,2902105.263,2880000
855,8,J,F,1,8,5,6,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,4116666.667,3801000
856,10,W,V,W,7,3,8,2,Дизель,Универсал,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2257317.073,2200000
857,11,M,R,1,3,3,4,2.7,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4581481.481,4431000
858,9,S,J,N,2,6,8,2,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Хорошее,3317857.143,2911000
859,9,J,T,N,9,7,4,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3601162.791,3142000
860,15,W,F,0,4,2,1,1.8,Дизель,Универсал,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1307692.308,1000000
861,3,J,T,E,4,7,3,3,Дизель,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Хорошее,11174157.3,12009000
862,1,V,F,3,6,2,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3302352.941,3000000
863,2,S,J,N,1,6,5,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,МКПП,Отличное,4300000,3892000
864,13,J,T,D,6,4,8,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,2580219.78,2346000
865,14,J,A,4,5,9,0,3,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Хорошее,2422619.048,2070000
866,2,Z,9,4,5,6,0,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2924418.605,2491000
867,1,Z,8,N,5,6,3,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,МКПП,Хорошее,5086046.512,4700000
868,9,J,T,E,4,5,3,2.7,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,6737804.878,6012000
869,13,J,H,M,6,1,9,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,2286585.366,1828000
870,9,S,B,1,0,4,1,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3071428.571,2822000
871,8,S,J,N,0,4,6,2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3594186.047,3259000
872,11,K,M,H,3,8,0,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1745679.012,1709000
873,4,S,J,N,3,1,9,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Отличное,3807777.778,3600000
874,1,X,W,7,7,4,5,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,7922988.506,6975000
875,13,W,D,B,0,9,2,3.2,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,2938372.093,2675000
876,11,J,T,E,3,2,5,3.3,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Хорошее,4691666.667,4040000
877,13,W,B,A,1,9,2,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,2985393.258,2679000
878,6,K,N,A,0,0,0,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,5126190.476,4500000
879,13,J,T,J,9,6,9,4.7,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,5269047.619,4461000
880,4,X,U,U,2,5,3,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1732098.765,1570000
881,8,J,T,K,3,6,5,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2996153.846,2900000
882,6,K,N,M,2,0,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2303703.704,1700000
883,3,W,D,D,7,8,3,2,Бензин,Седан,Задний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,10026829.27,9023000
884,8,J,T,E,8,7,3,3.3,Гибрид,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,6478160.92,6111000
885,10,T,M,B,4,7,9,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1547435.897,1214000
886,9,T,M,B,8,9,9,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1646153.846,1121000
887,7,1,N,X,2,9,8,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2953571.429,2707000
888,3,X,W,7,8,9,1,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,6198901.099,5702000
889,11,J,T,J,1,8,5,4.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,6780898.876,6038000
890,6,J,M,B,4,1,5,2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,5020930.233,4300000
891,6,1,N,X,8,8,3,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3571794.872,3026000
892,14,W,A,U,0,8,9,3,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,1880232.558,1500000
893,15,W,V,W,7,6,7,2.8,Бензин,Минивэн,Передний привод,КОЖА,АКПП,Хорошее,2234523.81,2000000
894,5,Z,9,4,1,0,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2732098.765,2289000
895,6,K,N,A,8,3,1,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3468493.151,3014000
896,6,X,7,L,2,6,1,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,1532584.27,1400000
897,17,W,A,U,5,6,3,2.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1464835.165,1400000
898,9,4,T,1,8,1,2,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3250617.284,2792000
899,15,J,M,Y,0,3,6,3,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,3029629.63,2392000
900,13,4,A,3,4,9,1,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1455952.381,1143000
901,9,J,T,H,1,1,4,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,4788095.238,4270000
902,6,J,M,B,7,8,1,1.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2564285.714,2227000
903,3,T,M,B,6,6,3,1.8,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,4619753.086,4000000
